"Notes","Ten-Year Age Groups","Ten-Year Age Groups Code","Residence State","Residence State Code","Year","Year Code","Sex","Sex Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"65-74 years","65-74","Minnesota","27","2023","2023","Female","F",76,309060,24.6,19.4,30.8
,"65-74 years","65-74","Minnesota","27","2023","2023","Male","M",89,294083,30.3,24.3,37.2
,"65-74 years","65-74","Minnesota","27","2024","2024","Female","F",65,316858,20.5,15.8,26.1
,"65-74 years","65-74","Minnesota","27","2024","2024","Male","M",87,301241,28.9,23.1,35.6
,"65-74 years","65-74","Minnesota","27","2025 (provisional)","2025","Female","F",82,316858,25.9,20.6,32.1
,"65-74 years","65-74","Minnesota","27","2025 (provisional)","2025","Male","M",110,301241,36.5,29.7,43.3
,"65-74 years","65-74","Mississippi","28","2021","2021","Female","F",159,162924,97.6,82.4,112.8
,"65-74 years","65-74","Mississippi","28","2021","2021","Male","M",214,141045,151.7,131.4,172.1
,"65-74 years","65-74","Mississippi","28","2022","2022","Female","F",177,162715,108.8,92.8,124.8
,"65-74 years","65-74","Mississippi","28","2022","2022","Male","M",196,140137,139.9,120.3,159.4
,"65-74 years","65-74","Mississippi","28","2023","2023","Female","F",164,165937,98.8,83.7,114.0
,"65-74 years","65-74","Mississippi","28","2023","2023","Male","M",223,142656,156.3,135.8,176.8
,"65-74 years","65-74","Mississippi","28","2024","2024","Female","F",158,168624,93.7,79.1,108.3
,"65-74 years","65-74","Mississippi","28","2024","2024","Male","M",225,144655,155.5,135.2,175.9
,"65-74 years","65-74","Mississippi","28","2025 (provisional)","2025","Female","F",177,168624,105.0,89.5,120.4
,"65-74 years","65-74","Mississippi","28","2025 (provisional)","2025","Male","M",264,144655,182.5,160.5,204.5
,"65-74 years","65-74","Missouri","29","2021","2021","Female","F",154,343473,44.8,37.8,51.9
,"65-74 years","65-74","Missouri","29","2021","2021","Male","M",261,305988,85.3,74.9,95.6
,"65-74 years","65-74","Missouri","29","2022","2022","Female","F",204,344467,59.2,51.1,67.3
,"65-74 years","65-74","Missouri","29","2022","2022","Male","M",262,306790,85.4,75.1,95.7
,"65-74 years","65-74","Missouri","29","2023","2023","Female","F",201,353293,56.9,49.0,64.8
,"65-74 years","65-74","Missouri","29","2023","2023","Male","M",271,314533,86.2,75.9,96.4
,"65-74 years","65-74","Missouri","29","2024","2024","Female","F",211,360393,58.5,50.6,66.4
,"65-74 years","65-74","Missouri","29","2024","2024","Male","M",281,321559,87.4,77.2,97.6
,"65-74 years","65-74","Missouri","29","2025 (provisional)","2025","Female","F",201,360393,55.8,48.1,63.5
,"65-74 years","65-74","Missouri","29","2025 (provisional)","2025","Male","M",288,321559,89.6,79.2,99.9
,"65-74 years","65-74","Montana","30","2021","2021","Female","F",24,68255,35.2,22.5,52.3
,"65-74 years","65-74","Montana","30","2021","2021","Male","M",26,67184,38.7,25.3,56.7
,"65-74 years","65-74","Montana","30","2022","2022","Female","F",Suppressed,69335,Suppressed,Suppressed,Suppressed
,"65-74 years","65-74","Montana","30","2022","2022","Male","M",39,67432,57.8,41.1,79.1
,"65-74 years","65-74","Montana","30","2023","2023","Female","F",26,71506,36.4,23.8,53.3
,"65-74 years","65-74","Montana","30","2023","2023","Male","M",26,69109,37.6,24.6,55.1
,"65-74 years","65-74","Montana","30","2024","2024","Female","F",15,72989,20.6,11.5,33.9
,"65-74 years","65-74","Montana","30","2024","2024","Male","M",17,69789,24.4,14.2,39.0
,"65-74 years","65-74","Montana","30","2025 (provisional)","2025","Female","F",22,72989,30.1,18.9,45.6
,"65-74 years","65-74","Montana","30","2025 (provisional)","2025","Male","M",20,69789,28.7,17.5,44.3
,"65-74 years","65-74","Nebraska","31","2021","2021","Female","F",45,100222,44.9,32.8,60.1
,"65-74 years","65-74","Nebraska","31","2021","2021","Male","M",55,93755,58.7,44.2,76.4
,"65-74 years","65-74","Nebraska","31","2022","2022","Female","F",41,100910,40.6,29.2,55.1
,"65-74 years","65-74","Nebraska","31","2022","2022","Male","M",59,94610,62.4,47.5,80.4
,"65-74 years","65-74","Nebraska","31","2023","2023","Female","F",47,103744,45.3,33.3,60.2
,"65-74 years","65-74","Nebraska","31","2023","2023","Male","M",70,97025,72.1,56.2,91.2
,"65-74 years","65-74","Nebraska","31","2024","2024","Female","F",44,105879,41.6,30.2,55.8
,"65-74 years","65-74","Nebraska","31","2024","2024","Male","M",67,98838,67.8,52.5,86.1
,"65-74 years","65-74","Nebraska","31","2025 (provisional)","2025","Female","F",45,105879,42.5,31.0,56.9
,"65-74 years","65-74","Nebraska","31","2025 (provisional)","2025","Male","M",74,98838,74.9,58.8,94.0
,"65-74 years","65-74","Nevada","32","2021","2021","Female","F",56,167285,33.5,25.3,43.5
,"65-74 years","65-74","Nevada","32","2021","2021","Male","M",121,154623,78.3,64.3,92.2
,"65-74 years","65-74","Nevada","32","2022","2022","Female","F",50,167946,29.8,22.1,39.3
,"65-74 years","65-74","Nevada","32","2022","2022","Male","M",85,154160,55.1,44.0,68.2
,"65-74 years","65-74","Nevada","32","2023","2023","Female","F",63,172655,36.5,28.0,46.7
,"65-74 years","65-74","Nevada","32","2023","2023","Male","M",108,158173,68.3,55.4,81.2
,"65-74 years","65-74","Nevada","32","2024","2024","Female","F",66,176357,37.4,28.9,47.6
,"65-74 years","65-74","Nevada","32","2024","2024","Male","M",108,161631,66.8,54.2,79.4
,"65-74 years","65-74","Nevada","32","2025 (provisional)","2025","Female","F",63,176357,35.7,27.5,45.7
,"65-74 years","65-74","Nevada","32","2025 (provisional)","2025","Male","M",88,161631,54.4,43.7,67.1
,"65-74 years","65-74","New Hampshire","33","2021","2021","Female","F",21,85526,24.6,15.2,37.5
,"65-74 years","65-74","New Hampshire","33","2021","2021","Male","M",40,81165,49.3,35.2,67.1
,"65-74 years","65-74","New Hampshire","33","2022","2022","Female","F",19,86897,21.9,13.2,34.1
,"65-74 years","65-74","New Hampshire","33","2022","2022","Male","M",33,82377,40.1,27.6,56.3
,"65-74 years","65-74","New Hampshire","33","2023","2023","Female","F",25,90082,27.8,18.0,41.0
,"65-74 years","65-74","New Hampshire","33","2023","2023","Male","M",42,85368,49.2,35.5,66.5
,"65-74 years","65-74","New Hampshire","33","2024","2024","Female","F",27,92721,29.1,19.2,42.4
,"65-74 years","65-74","New Hampshire","33","2024","2024","Male","M",33,87921,37.5,25.8,52.7
,"65-74 years","65-74","New Hampshire","33","2025 (provisional)","2025","Female","F",26,92721,28.0,18.3,41.1
,"65-74 years","65-74","New Hampshire","33","2025 (provisional)","2025","Male","M",54,87921,61.4,46.1,80.1
,"65-74 years","65-74","New Jersey","34","2021","2021","Female","F",115,490984,23.4,19.1,27.7
,"65-74 years","65-74","New Jersey","34","2021","2021","Male","M",181,429887,42.1,36.0,48.2
,"65-74 years","65-74","New Jersey","34","2022","2022","Female","F",124,491904,25.2,20.8,29.6
,"65-74 years","65-74","New Jersey","34","2022","2022","Male","M",198,430474,46.0,39.6,52.4
,"65-74 years","65-74","New Jersey","34","2023","2023","Female","F",122,505240,24.1,19.9,28.4
,"65-74 years","65-74","New Jersey","34","2023","2023","Male","M",202,444299,45.5,39.2,51.7
,"65-74 years","65-74","New Jersey","34","2024","2024","Female","F",114,518673,22.0,17.9,26.0
,"65-74 years","65-74","New Jersey","34","2024","2024","Male","M",192,458030,41.9,36.0,47.8
,"65-74 years","65-74","New Jersey","34","2025 (provisional)","2025","Female","F",107,518673,20.6,16.7,24.5
,"65-74 years","65-74","New Jersey","34","2025 (provisional)","2025","Male","M",199,458030,43.4,37.4,49.5
,"65-74 years","65-74","New Mexico","35","2021","2021","Female","F",42,126022,33.3,24.0,45.0
,"65-74 years","65-74","New Mexico","35","2021","2021","Male","M",50,112498,44.4,33.0,58.6
,"65-74 years","65-74","New Mexico","35","2022","2022","Female","F",30,126162,23.8,16.0,33.9
,"65-74 years","65-74","New Mexico","35","2022","2022","Male","M",46,112275,41.0,30.0,54.6
,"65-74 years","65-74","New Mexico","35","2023","2023","Female","F",39,130193,30.0,21.3,41.0
,"65-74 years","65-74","New Mexico","35","2023","2023","Male","M",55,115321,47.7,35.9,62.1
,"65-74 years","65-74","New Mexico","35","2024","2024","Female","F",46,131526,35.0,25.6,46.7
,"65-74 years","65-74","New Mexico","35","2024","2024","Male","M",55,115911,47.5,35.7,61.8
,"65-74 years","65-74","New Mexico","35","2025 (provisional)","2025","Female","F",51,131526,38.8,28.9,51.0
,"65-74 years","65-74","New Mexico","35","2025 (provisional)","2025","Male","M",47,115911,40.5,29.8,53.9
,"65-74 years","65-74","New York","36","2021","2021","Female","F",245,1086347,22.6,19.7,25.4
,"65-74 years","65-74","New York","36","2021","2021","Male","M",306,951370,32.2,28.6,35.8
,"65-74 years","65-74","New York","36","2022","2022","Female","F",226,1081408,20.9,18.2,23.6
,"65-74 years","65-74","New York","36","2022","2022","Male","M",338,947424,35.7,31.9,39.5
,"65-74 years","65-74","New York","36","2023","2023","Female","F",245,1105291,22.2,19.4,24.9
,"65-74 years","65-74","New York","36","2023","2023","Male","M",344,972803,35.4,31.6,39.1
,"65-74 years","65-74","New York","36","2024","2024","Female","F",258,1128009,22.9,20.1,25.7
,"65-74 years","65-74","New York","36","2024","2024","Male","M",364,996578,36.5,32.8,40.3
,"65-74 years","65-74","New York","36","2025 (provisional)","2025","Female","F",252,1128009,22.3,19.6,25.1
,"65-74 years","65-74","New York","36","2025 (provisional)","2025","Male","M",393,996578,39.4,35.5,43.3
,"65-74 years","65-74","North Carolina","37","2021","2021","Female","F",302,592885,50.9,45.2,56.7
,"65-74 years","65-74","North Carolina","37","2021","2021","Male","M",386,508262,75.9,68.4,83.5
,"65-74 years","65-74","North Carolina","37","2022","2022","Female","F",286,596222,48.0,42.4,53.5
,"65-74 years","65-74","North Carolina","37","2022","2022","Male","M",410,510356,80.3,72.6,88.1
,"65-74 years","65-74","North Carolina","37","2023","2023","Female","F",297,610508,48.6,43.1,54.2
,"65-74 years","65-74","North Carolina","37","2023","2023","Male","M",411,522951,78.6,71.0,86.2
,"65-74 years","65-74","North Carolina","37","2024","2024","Female","F",313,624601,50.1,44.6,55.7
,"65-74 years","65-74","North Carolina","37","2024","2024","Male","M",397,534882,74.2,66.9,81.5
,"65-74 years","65-74","North Carolina","37","2025 (provisional)","2025","Female","F",358,624601,57.3,51.4,63.3
,"65-74 years","65-74","North Carolina","37","2025 (provisional)","2025","Male","M",456,534882,85.3,77.4,93.1
,"65-74 years","65-74","North Dakota","38","2021","2021","Female","F",18,36518,49.3,29.2,77.9
,"65-74 years","65-74","North Dakota","38","2021","2021","Male","M",16,37124,43.1,24.6,70.0
,"65-74 years","65-74","North Dakota","38","2022","2022","Female","F",14,37174,37.7,20.6,63.2
,"65-74 years","65-74","North Dakota","38","2022","2022","Male","M",20,37706,53.0,32.4,81.9
,"65-74 years","65-74","North Dakota","38","2023","2023","Female","F",Suppressed,38530,Suppressed,Suppressed,Suppressed
,"65-74 years","65-74","North Dakota","38","2023","2023","Male","M",18,38995,46.2,27.4,73.0
,"65-74 years","65-74","North Dakota","38","2024","2024","Female","F",16,39650,40.4,23.1,65.5
,"65-74 years","65-74","North Dakota","38","2024","2024","Male","M",26,39856,65.2,42.6,95.6
,"65-74 years","65-74","North Dakota","38","2025 (provisional)","2025","Female","F",11,39650,27.7,13.8,49.6
,"65-74 years","65-74","North Dakota","38","2025 (provisional)","2025","Male","M",22,39856,55.2,34.6,83.6
,"65-74 years","65-74","Ohio","39","2021","2021","Female","F",326,673900,48.4,43.1,53.6
,"65-74 years","65-74","Ohio","39","2021","2021","Male","M",418,604392,69.2,62.5,75.8
,"65-74 years","65-74","Ohio","39","2022","2022","Female","F",329,676354,48.6,43.4,53.9
,"65-74 years","65-74","Ohio","39","2022","2022","Male","M",415,605151,68.6,62.0,75.2
,"65-74 years","65-74","Ohio","39","2023","2023","Female","F",290,693197,41.8,37.0,46.7
,"65-74 years","65-74","Ohio","39","2023","2023","Male","M",392,620622,63.2,56.9,69.4
,"65-74 years","65-74","Ohio","39","2024","2024","Female","F",320,704364,45.4,40.5,50.4
,"65-74 years","65-74","Ohio","39","2024","2024","Male","M",409,630701,64.8,58.6,71.1
,"65-74 years","65-74","Ohio","39","2025 (provisional)","2025","Female","F",368,704364,52.2,46.9,57.6
,"65-74 years","65-74","Ohio","39","2025 (provisional)","2025","Male","M",461,630701,73.1,66.4,79.8
,"65-74 years","65-74","Oklahoma","40","2021","2021","Female","F",224,205074,109.2,94.9,123.5
,"65-74 years","65-74","Oklahoma","40","2021","2021","Male","M",289,183358,157.6,139.4,175.8
,"65-74 years","65-74","Oklahoma","40","2022","2022","Female","F",217,205438,105.6,91.6,119.7
,"65-74 years","65-74","Oklahoma","40","2022","2022","Male","M",269,183070,146.9,129.4,164.5
,"65-74 years","65-74","Oklahoma","40","2023","2023","Female","F",187,210531,88.8,76.1,101.6
,"65-74 years","65-74","Oklahoma","40","2023","2023","Male","M",291,187308,155.4,137.5,173.2
,"65-74 years","65-74","Oklahoma","40","2024","2024","Female","F",214,214343,99.8,86.5,113.2
,"65-74 years","65-74","Oklahoma","40","2024","2024","Male","M",277,190859,145.1,128.0,162.2
,"65-74 years","65-74","Oklahoma","40","2025 (provisional)","2025","Female","F",210,214343,98.0,84.7,111.2
,"65-74 years","65-74","Oklahoma","40","2025 (provisional)","2025","Male","M",292,190859,153.0,135.4,170.5
,"65-74 years","65-74","Oregon","41","2021","2021","Female","F",105,256792,40.9,33.1,48.7
,"65-74 years","65-74","Oregon","41","2021","2021","Male","M",122,232845,52.4,43.1,61.7
,"65-74 years","65-74","Oregon","41","2022","2022","Female","F",93,255212,36.4,29.4,44.6
,"65-74 years","65-74","Oregon","41","2022","2022","Male","M",131,230757,56.8,47.0,66.5
,"65-74 years","65-74","Oregon","41","2023","2023","Female","F",73,258759,28.2,22.1,35.5
,"65-74 years","65-74","Oregon","41","2023","2023","Male","M",147,232183,63.3,53.1,73.5
,"65-74 years","65-74","Oregon","41","2024","2024","Female","F",93,260331,35.7,28.8,43.8
,"65-74 years","65-74","Oregon","41","2024","2024","Male","M",146,232298,62.9,52.7,73.0
,"65-74 years","65-74","Oregon","41","2025 (provisional)","2025","Female","F",94,260331,36.1,29.2,44.2
,"65-74 years","65-74","Oregon","41","2025 (provisional)","2025","Male","M",131,232298,56.4,46.7,66.1
,"65-74 years","65-74","Pennsylvania","42","2021","2021","Female","F",259,769163,33.7,29.6,37.8
,"65-74 years","65-74","Pennsylvania","42","2021","2021","Male","M",396,696013,56.9,51.3,62.5
,"65-74 years","65-74","Pennsylvania","42","2022","2022","Female","F",301,771128,39.0,34.6,43.4
,"65-74 years","65-74","Pennsylvania","42","2022","2022","Male","M",372,697917,53.3,47.9,58.7
,"65-74 years","65-74","Pennsylvania","42","2023","2023","Female","F",282,791491,35.6,31.5,39.8
,"65-74 years","65-74","Pennsylvania","42","2023","2023","Male","M",432,715875,60.3,54.7,66.0
,"65-74 years","65-74","Pennsylvania","42","2024","2024","Female","F",302,805847,37.5,33.2,41.7
,"65-74 years","65-74","Pennsylvania","42","2024","2024","Male","M",413,730248,56.6,51.1,62.0
,"65-74 years","65-74","Pennsylvania","42","2025 (provisional)","2025","Female","F",282,805847,35.0,30.9,39.1
,"65-74 years","65-74","Pennsylvania","42","2025 (provisional)","2025","Male","M",459,730248,62.9,57.1,68.6
,"65-74 years","65-74","Rhode Island","44","2021","2021","Female","F",13,62542,20.8,11.1,35.5
,"65-74 years","65-74","Rhode Island","44","2021","2021","Male","M",22,55831,39.4,24.7,59.7
,"65-74 years","65-74","Rhode Island","44","2022","2022","Female","F",16,63155,25.3,14.5,41.1
,"65-74 years","65-74","Rhode Island","44","2022","2022","Male","M",20,56308,35.5,21.7,54.9
,"65-74 years","65-74","Rhode Island","44","2023","2023","Female","F",21,65236,32.2,19.9,49.2
,"65-74 years","65-74","Rhode Island","44","2023","2023","Male","M",23,58122,39.6,25.1,59.4
,"65-74 years","65-74","Rhode Island","44","2024","2024","Female","F",19,67114,28.3,17.0,44.2
,"65-74 years","65-74","Rhode Island","44","2024","2024","Male","M",23,59447,38.7,24.5,58.1
,"65-74 years","65-74","Rhode Island","44","2025 (provisional)","2025","Female","F",23,67114,34.3,21.7,51.4
,"65-74 years","65-74","Rhode Island","44","2025 (provisional)","2025","Male","M",31,59447,52.1,35.4,74.0
,"65-74 years","65-74","South Carolina","45","2021","2021","Female","F",197,323427,60.9,52.4,69.4
,"65-74 years","65-74","South Carolina","45","2021","2021","Male","M",244,277469,87.9,76.9,99.0
,"65-74 years","65-74","South Carolina","45","2022","2022","Female","F",155,326180,47.5,40.0,55.0
,"65-74 years","65-74","South Carolina","45","2022","2022","Male","M",257,278466,92.3,81.0,103.6
,"65-74 years","65-74","South Carolina","45","2023","2023","Female","F",161,334895,48.1,40.6,55.5
,"65-74 years","65-74","South Carolina","45","2023","2023","Male","M",266,284913,93.4,82.1,104.6
,"65-74 years","65-74","South Carolina","45","2024","2024","Female","F",171,343340,49.8,42.3,57.3
,"65-74 years","65-74","South Carolina","45","2024","2024","Male","M",276,291736,94.6,83.4,105.8
,"65-74 years","65-74","South Carolina","45","2025 (provisional)","2025","Female","F",202,343340,58.8,50.7,66.9
,"65-74 years","65-74","South Carolina","45","2025 (provisional)","2025","Male","M",310,291736,106.3,94.4,118.1
,"65-74 years","65-74","South Dakota","46","2021","2021","Female","F",10,48519,20.6,9.9,37.9
,"65-74 years","65-74","South Dakota","46","2021","2021","Male","M",12,49170,24.4,12.6,42.6
,"65-74 years","65-74","South Dakota","46","2022","2022","Female","F",Suppressed,49663,Suppressed,Suppressed,Suppressed
,"65-74 years","65-74","South Dakota","46","2022","2022","Male","M",10,50217,19.9,9.5,36.6
,"65-74 years","65-74","South Dakota","46","2023","2023","Female","F",Suppressed,51508,Suppressed,Suppressed,Suppressed
,"65-74 years","65-74","South Dakota","46","2023","2023","Male","M",18,51956,34.6,20.5,54.8
,"65-74 years","65-74","South Dakota","46","2024","2024","Female","F",Suppressed,52778,Suppressed,Suppressed,Suppressed
,"65-74 years","65-74","South Dakota","46","2024","2024","Male","M",13,52962,24.5,13.1,42.0
,"65-74 years","65-74","South Dakota","46","2025 (provisional)","2025","Female","F",13,52778,24.6,13.1,42.1
,"65-74 years","65-74","South Dakota","46","2025 (provisional)","2025","Male","M",16,52962,30.2,17.3,49.1
,"65-74 years","65-74","Tennessee","47","2021","2021","Female","F",198,388462,51.0,43.9,58.1
,"65-74 years","65-74","Tennessee","47","2021","2021","Male","M",233,339806,68.6,59.8,77.4
,"65-74 years","65-74","Tennessee","47","2022","2022","Female","F",216,389858,55.4,48.0,62.8
,"65-74 years","65-74","Tennessee","47","2022","2022","Male","M",253,339666,74.5,65.3,83.7
